"site","title","link","title_wordcnt"
"ABC News – Breaking News, Latest News, Headlines & Videos","USSS agent arrested for allegedly soliciting prostitute","http://abcnews.go.com/US/secret-service-agent-mike-pences-detail-arrested-allegedly/story?id=46610247",7
"ABC News – Breaking News, Latest News, Headlines & Videos","Border wall 'unlikely' to stretch 'from sea to shining sea'","http://abcnews.go.com/Politics/border-wall-stretch-sea-shining-sea-dhs-head/story?id=46602005",10
"ABC News – Breaking News, Latest News, Headlines & Videos","SCOTUS may re-examine Civil Rights Act after LGBT ruling","http://abcnews.go.com/US/wireStory/high-court-examine-civil-rights-act-lgbt-ruling-46608558",9
"ABC News – Breaking News, Latest News, Headlines & Videos","Federal agents raid California business in green card probe","http://abcnews.go.com/US/wireStory/federal-agents-raid-california-business-green-card-probe-46601069",9
"ABC News – Breaking News, Latest News, Headlines & Videos","South braces for storms, tornado risk","http://abcnews.go.com/US/wireStory/strong-thunderstorms-forecast-bring-tornado-risk-south-46588161",6
"Fox News - Breaking News Updates | Latest News Headlines | Photos & News Videos","How time zones may affect cancer risk ","http://www.foxnews.com/health/2017/04/06/how-time-zones-may-affect-cancer-risk.html?intcmp=trending",7
"Fox News - Breaking News Updates | Latest News Headlines | Photos & News Videos","FOX411's snap of the day","http://www.foxnews.com/entertainment/slideshow/2017/04/06/fox411s-snap-day.html?intcmp=trending",5
"Fox News - Breaking News Updates | Latest News Headlines | Photos & News Videos","Jessica Runions: Remains identified as missing Missouri woman","http://www.foxnews.com/us/2017/04/05/jessica-runions-remains-identified-as-missing-missouri-woman.html?intcmp=trending",8
"Fox News - Breaking News Updates | Latest News Headlines | Photos & News Videos","Pence: Republicans have made 'good progress' in new ObamaCare repeal bid","http://www.foxnews.com/politics/2017/04/05/pence-republicans-have-made-good-progress-in-new-obamacare-repeal-bid.html?intcmp=trending",11
"Fox News - Breaking News Updates | Latest News Headlines | Photos & News Videos","Las Vegas man indicted on terrorism charges","http://www.foxnews.com/us/2017/04/05/las-vegas-man-indicted-on-terrorism-charges.html?intcmp=trending",7
"Breaking News and Opinion on The Huffington Post | The Huffington Post","I Helped Implement Obamacare. Here's Some Advice For Trump.","http://www.huffingtonpost.com/entry/trump-and-price-do-your-job_us_58e3e85ce4b09dbd42f3dafa?ncid=inblnkushpmg00000009",9
"Breaking News and Opinion on The Huffington Post | The Huffington Post","This Is Why Narcissists Make Friends With Other Narcissists","http://www.huffingtonpost.com/entry/narcissists-like-other-narcissists_us_58e51a80e4b0fe4ce0873f36?ncid=inblnkushpmg00000009",9
"ABC News – Breaking News, Latest News, Headlines & Videos","Haley: US will take action in Syria if UN doesn't","http://abcnews.go.com/US/wireStory/us-action-syrian-chemical-attacks-46600897",10
"ABC News – Breaking News, Latest News, Headlines & Videos","F-16 crashes in suburban Maryland ","http://abcnews.go.com/US/16-crashes-suburban-maryland/story?id=46593840",5
"ABC News – Breaking News, Latest News, Headlines & Videos","Man accused of murder as terrorism pleads not guilty","http://abcnews.go.com/US/man-pleads-guilty-murder-terrorism-allegedly-targeting-black/story?id=46593942",9
"Los Angeles Times - California, national and world news - Los Angeles Times","On April 22-23, join 600+ authors and performers — admission is free","http://events.latimes.com/festivalofbooks/",12
"Breaking News and Opinion on The Huffington Post | The Huffington Post","David Schwimmer Wants You To Know What Sexual Harassment Looks Like","http://www.huffingtonpost.com/entry/david-schwimmer-sexual-harassment-campaign_us_58e513f2e4b06a4cb30e2018?v3a&ncid=inblnkushpmg00000009",11
"Breaking News and Opinion on The Huffington Post | The Huffington Post","Watch The 'Eat Pray Love'-Esque Trailer For 'Master Of None' Season 2","http://www.huffingtonpost.com/entry/aziz-ansari-drops-eat-pray-love-esque-trailer-for-master-of-none-season-2_us_58e52acde4b06a4cb30e640c?ipk&ncid=inblnkushpmg00000009",12
"Breaking News and Opinion on The Huffington Post | The Huffington Post","Young People In Chicago Want Chance The Rapper To Run For Mayor","http://www.huffingtonpost.com/entry/young-people-in-chicago-want-chance-the-rapper-to-run-for-mayor_us_58e5044fe4b0f4a923b42c28?lo&ncid=inblnkushpmg00000009",12
"The Wall Street Journal & Breaking News, Business, Financial and Economic News, World News and Video","Billion Dollar Startup Club","http://graphics.wsj.com/billion-dollar-club/",4
"The New York Times - Breaking News, World News & Multimedia","
            Assad’s History of Chemical Attacks, and Other Atrocities        ","https://www.nytimes.com/2017/04/05/world/middleeast/syria-bashar-al-assad-atrocities-civilian-deaths-gas-attack.html",8
"The New York Times - Breaking News, World News & Multimedia","
            The Interpreter: France’s Far Right, Once Known for Anti-Semitism, Courts Jews        ","https://www.nytimes.com/2017/04/05/world/europe/france-jews-marine-le-pen-national-front-anti-semitism.html",11
"The New York Times - Breaking News, World News & Multimedia","
            Tech Fix: For Internet Privacy, VPNs Are an Imperfect Shield        ","https://www.nytimes.com/2017/04/05/technology/personaltech/vpn-internet-security.html",10
"Los Angeles Times - California, national and world news - Los Angeles Times","A new kind of food festival, Los Angeles Times FOOD BOWL is 31 days of food","https://lafoodbowl.com/",16
"Los Angeles Times - California, national and world news - Los Angeles Times","Try our eNewspaper, where every page reads exactly as it does in print","http://enewspaper.latimes.com",13
"Breaking News and Opinion on The Huffington Post | The Huffington Post","Girl Had A Perfect Response When Asked Why She Wanted A Black Doll","http://www.huffingtonpost.com/entry/cashier-white-girl-black-doll_us_58e2af61e4b0f4a923b10e89?ncid=inblnkushpmg00000009",13
"Breaking News and Opinion on The Huffington Post | The Huffington Post","The Truth About How Much Caffeine Is In Your Decaf Coffee","http://www.huffingtonpost.com/entry/how-much-caffeine-in-decaf-coffee_us_58e504bbe4b0f4a923b42d89?dvb&ncid=inblnkushpmg00000009",11
"Breaking News and Opinion on The Huffington Post | The Huffington Post","A Swimwear Designer Tried To Shame Amy Schumer. It Didn't Go Well.","http://www.huffingtonpost.com/entry/amy-schumer-in-style_us_58e5030be4b03a26a3684695?vwf1do7djm5k7f1or&ncid=inblnkushpmg00000009",12
"ABC News – Breaking News, Latest News, Headlines & Videos","
								Republicans prepare to leave Washington without resolving health care disputes
							","http://abcnews.go.com/Politics/republicans-prepare-leave-washington-resolving-health-care-disputes/story?id=46608691",10
"ABC News – Breaking News, Latest News, Headlines & Videos","
											55 percent of Americans approve of Obamacare, poll shows
										","http://abcnews.go.com/US/55-percent-americans-approve-obamacare-poll-shows/story?id=46593310",9
"The New York Times - Breaking News, World News & Multimedia","
            Trump, Asked About Accusations Against Bill O’Reilly, Calls Him a ‘Good Person’        ","https://www.nytimes.com/2017/04/05/business/media/trump-oreilly-fox-murdochs.html",12
"The New York Times - Breaking News, World News & Multimedia","
            Editorial: President Trump’s Most Important Meeting        ","https://www.nytimes.com/2017/04/05/opinion/president-trumps-most-important-meeting.html",6
"The New York Times - Breaking News, World News & Multimedia","
            Frank Bruni: Jared Kushner, Man of Steel        ","https://www.nytimes.com/2017/04/05/opinion/jared-kushner-man-of-steel.html",7
"The New York Times - Breaking News, World News & Multimedia","
            Track Flaws Are Focus of Penn Station Derailment Inquiry, Official Says        ","https://www.nytimes.com/2017/04/05/nyregion/train-tracks-amtrak-penn-station-derailment.html",11
"The New York Times - Breaking News, World News & Multimedia","
            Los Angeles Raids Target Investor Green Card Fraud        ","https://www.nytimes.com/2017/04/05/us/eb5-visa-investigation.html",8
"News, sport and opinion from the Guardian's US edition | The Guardian","Trump's response exposes administration’s volatility","https://www.theguardian.com/world/2017/apr/05/syria-chemical-attack-trump-administration-response-assad",5
"Breaking News and Opinion on The Huffington Post | The Huffington Post","Muslim Women Are Opening A New, Inclusive Mosque In California","http://www.huffingtonpost.com/entry/muslim-women-are-opening-a-new-inclusive-mosque-in-california_us_58e40a50e4b0f4a923b30ec7?jstrd3bfql1sjor&ncid=inblnkushpmg00000009",10
"Breaking News and Opinion on The Huffington Post | The Huffington Post","Jimmy Fallon Loses It After On-Air Flub Of 'Baby Got Back'","http://www.huffingtonpost.com/entry/jimmy-fallon-loses-it-after-ragtime-gals-flub_us_58e51855e4b06a4cb30e2c32?b1l77cbyumvxpyzaor&ncid=inblnkushpmg00000009",11
"Breaking News and Opinion on The Huffington Post | The Huffington Post","28 Times Your Roommate Was The Best/Worst Person In Your Life","http://www.huffingtonpost.com/entry/when-your-roommate-is-the-worst-and-the-best_us_58e41242e4b03a26a3673890?ncid=inblnkushpmg00000009",11
"ABC News – Breaking News, Latest News, Headlines & Videos","
											Advertisers continue to drop Fox News' 'O'Reilly Factor'
										","http://abcnews.go.com/Business/advertisers-continue-drop-fox-news-oreilly-factor/story?id=46605563",8
"ABC News – Breaking News, Latest News, Headlines & Videos","
											Wendy Walsh says Bill O'Reilly 'became hostile' after she rebuffed his alleged sexual advances
										","http://abcnews.go.com/US/wendy-walsh-bill-oreilly-hostile-rebuffed-alleged-sexual/story?id=46568606",14
"The New York Times - Breaking News, World News & Multimedia","
            Tech Fix: For Internet Privacy, VPNs Are an Imperfect Shield        ","https://www.nytimes.com/2017/04/05/technology/personaltech/vpn-internet-security.html",10
"The New York Times - Breaking News, World News & Multimedia","
            Facebook Loses Appeal to Block Bulk Search Warrants        ","https://www.nytimes.com/2017/04/04/nyregion/facebook-bulk-search-warrants-new-york-state.html",8
"The New York Times - Breaking News, World News & Multimedia","
            Art, Politics and Misery Tourism: A German Art Fair Expands Into Athens        ","https://www.nytimes.com/2017/04/05/arts/design/documenta-german-exhibition-greek-crisis.html",12
"The New York Times - Breaking News, World News & Multimedia","
            Feist Wants to Ask You Some Questions About Sadness        ","https://www.nytimes.com/2017/04/05/arts/music/feist-pleasure-interview.html",9
"News, sport and opinion from the Guardian's US edition | The Guardian"," Dozens die in suspected chemical attack","https://www.theguardian.com/world/video/2017/apr/04/dozens-die-suspected-chemical-attack-idlib-syria-video-report",6
"News, sport and opinion from the Guardian's US edition | The Guardian"," Trump's response to Syria gas attack: blame Obama","https://www.theguardian.com/world/2017/apr/04/syria-gas-attack-trump-us-foreign-policy",8
"News, sport and opinion from the Guardian's US edition | The Guardian","Trump's response exposes administration’s volatility","https://www.theguardian.com/world/2017/apr/05/syria-chemical-attack-trump-administration-response-assad",5
"News, sport and opinion from the Guardian's US edition | The Guardian"," Dozens die in suspected chemical attack","https://www.theguardian.com/world/video/2017/apr/04/dozens-die-suspected-chemical-attack-idlib-syria-video-report",6
"News, sport and opinion from the Guardian's US edition | The Guardian"," Trump's response to Syria gas attack: blame Obama","https://www.theguardian.com/world/2017/apr/04/syria-gas-attack-trump-us-foreign-policy",8
"Fox News - Breaking News Updates | Latest News Headlines | Photos & News Videos","Continue to Business Leaders","http://www.foxbusiness.com/category/business-leaders.html",4
"Breaking News and Opinion on The Huffington Post | The Huffington Post","School Principal Resigns After Student Journalists Investigate Her Credentials","http://www.huffingtonpost.com/entry/principal-resigns-after-student-probe_us_58e4fd43e4b03a26a3683293?5fkmljt86ce91wcdi&ncid=inblnkushpmg00000009",9
"Breaking News and Opinion on The Huffington Post | The Huffington Post","Kendall Jenner And Pepsi Team-Up To Commodify The Struggle","http://www.huffingtonpost.com/entry/kylie-jenner-and-pepsi-team-up-to-commodify-the-struggle_us_58e41b20e4b09deecf0e1b59?3ah&ncid=inblnkushpmg00000009",9
"Breaking News and Opinion on The Huffington Post | The Huffington Post","How One Woman Paid Off $68,000 Of Debt In 3 Years","http://www.huffingtonpost.com/entry/how-one-woman-paid-off-68000-of-debt-in-3-years_us_58dab0b7e4b01ca7b42764d7?ncid=inblnkushpmg00000009",11
"Breaking News and Opinion on The Huffington Post | The Huffington Post","Mitch McConnell’s Nuclear Decision","http://www.huffingtonpost.com/entry/mitch-mcconnells-nuclear-decision_us_58e544bee4b00ea3841db54c?ycn&ncid=inblnkushpmg00000009",4
"The Wall Street Journal & Breaking News, Business, Financial and Economic News, World News and Video","Ahead of the Tape","http://www.wsj.com/news/types/ahead-of-the-tape",4
"ABC News – Breaking News, Latest News, Headlines & Videos","
								Trump counselor Steve Bannon removed from National Security Council role
							","http://abcnews.go.com/Politics/trump-counselor-steve-bannon-removed-national-security-council/story?id=46596244",10
"ABC News – Breaking News, Latest News, Headlines & Videos","
											Steve Bannon: In a Minute
										","http://abcnews.go.com/Politics/video/steve-bannon-minute-43530068",5
"The New York Times - Breaking News, World News & Multimedia","
            Trump Weighs Infrastructure Bill but Keeps New York Up in the Air        ","https://www.nytimes.com/2017/04/05/us/politics/donald-trump-infrastructure-bill.html",12
"The New York Times - Breaking News, World News & Multimedia","
            A Taste of Trump Family Biographies for Young Readers        ","https://www.nytimes.com/2017/04/05/us/politics/trump-childrens-books.html",9
"News, sport and opinion from the Guardian's US edition | The Guardian","Trump says chemical attack has changed his view of Assad","https://www.theguardian.com/us-news/2017/apr/05/syria-chemical-gas-attack-donald-trump-nikki-haley-assad",10
"News, sport and opinion from the Guardian's US edition | The Guardian"," Trump's chief strategist stripped of national security council role","https://www.theguardian.com/us-news/2017/apr/05/steve-bannon-national-security-council-role-trump-shakeup",9
"News, sport and opinion from the Guardian's US edition | The Guardian"," Trump's chief strategist stripped of national security council role","https://www.theguardian.com/us-news/2017/apr/05/steve-bannon-national-security-council-role-trump-shakeup",9
"News, sport and opinion from the Guardian's US edition | The Guardian","Obamacare repeal thwarted again as Mike Pence fails to reach deal","https://www.theguardian.com/us-news/2017/apr/05/freedom-caucus-mike-pence-healthcare-bill-compromise",11
"Los Angeles Times - California, national and world news - Los Angeles Times","7-night Machu Picchu & Peruvian Amazon tour for $1376 - from Travelzoo","http://data.travelzoo.com/OASCampaignClick.ashx?id=2459988&sitepage=LATimes&status=L&l=us",12
"Los Angeles Times - California, national and world news - Los Angeles Times","Rome & Tuscany vacation including air for $740 & up - from Travelzoo","http://data.travelzoo.com/OASCampaignClick.ashx?id=2462455&sitepage=LATimes&status=L&l=us",13
"Los Angeles Times - California, national and world news - Los Angeles Times","4-night family-friendly Punta Cana trip with air $799 & up - from Travelzoo","http://data.travelzoo.com/OASCampaignClick.ashx?id=2464199&sitepage=LATimes&status=L&l=us",13
"Breaking News and Opinion on The Huffington Post | The Huffington Post","North Carolina's Debacle Reveals How Easily LGBTQ People Can Be Abandoned By Everyone","http://www.huffingtonpost.com/entry/north-carolinas-debacle-reveals-how-easily-lgbtq-people-can-be-abandoned-by-everyone_us_58e3f83de4b0f4a923b2e0f2?bf5&ncid=inblnkushpmg00000009",13
"Breaking News and Opinion on The Huffington Post | The Huffington Post","O'Reilly Weathered A Sexual Harassment Scandal Before. This Time Is Different.","http://www.huffingtonpost.com/entry/bill-oreilly-sexual-harassment-scandal_us_58e4f371e4b0f4a923b3f20f?ncid=inblnkushpmg00000009",11
"Breaking News and Opinion on The Huffington Post | The Huffington Post","Here Are All The Advertisers Fleeing Bill O'Reilly's Show","http://www.huffingtonpost.com/entry/bill-oreilly-advertisers_us_58e51a8fe4b06a4cb30e32ab?ncid=inblnkushpmg00000009&ncid=inblnkushpmg00000009",9
"The Wall Street Journal & Breaking News, Business, Financial and Economic News, World News and Video","Watching Your Wealth Podcast","http://www.wsj.com/podcasts/latest/wsj-watching-your-wealth",4
"ABC News – Breaking News, Latest News, Headlines & Videos","
								What you need to know about Susan Rice and the unmasking controversy
							","http://abcnews.go.com/Politics/susan-rice-unmasking-controversy/story?id=46592843",12
"ABC News – Breaking News, Latest News, Headlines & Videos","
											Trump suggests Susan Rice might have committed crime 
										","http://abcnews.go.com/Politics/trump-suggests-citing-evidence-susan-rice-committed-crime/story?id=46598432",8
"ABC News – Breaking News, Latest News, Headlines & Videos","
											Russian spy Evgeny Buryakov deported from United States
										","http://abcnews.go.com/International/russian-spy-evgeny-buryakov-deported-united-states/story?id=46601947",8
"ABC News – Breaking News, Latest News, Headlines & Videos","
											Meet the youths at the heart of the Standing Rock protests against the Dakota Access pipeline
										","http://abcnews.go.com/US/video/revealing-documentary-youth-heart-standing-rock-protests-dakota-45674446",16
"ABC News – Breaking News, Latest News, Headlines & Videos","
											Bowling legend's decades-long fight for recognition of perfection
										","http://abcnews.go.com/Entertainment/video/bowling-legends-decades-long-fight-recognition-perfection-43605173",8
" Washington Post: National, World & D.C. Area News and Headlines - The Washington Post","Can He Do That?","https://www.washingtonpost.com/graphics/politics/can-he-do-that-trump-podcast/",4
"The New York Times - Breaking News, World News & Multimedia","
            Refugee Designer Shines a Light on Global Issues        ","https://www.nytimes.com/2017/04/05/fashion/refugees-fashion-slow-factory.html",8
"The New York Times - Breaking News, World News & Multimedia","
            Field Notes: Gifts for the Wedding Party        ","https://www.nytimes.com/2017/04/05/fashion/weddings/gifts-for-the-wedding-party.html",7
"The New York Times - Breaking News, World News & Multimedia","
            Styles Q. and A.: The Vin Diesel Formula: Brains, Brawn and Heart        ","https://www.nytimes.com/2017/04/03/fashion/mens-style/vin-diesel-fast-furious-action-star-facebook.html",12
"The New York Times - Breaking News, World News & Multimedia","
            Review: Seeking Revenge for ‘The Assignment’ She Didn’t Want        ","https://www.nytimes.com/2017/04/05/movies/the-assignment-review.html",9
"News, sport and opinion from the Guardian's US edition | The Guardian","Huge fleet of icebergs hits North Atlantic shipping lanes","https://www.theguardian.com/environment/2017/apr/06/huge-fleet-icebergs-north-atlantic-shipping-lanes",9
"News, sport and opinion from the Guardian's US edition | The Guardian"," From Coke’s flower power to Kendall Jenner’s Pepsi ad","https://www.theguardian.com/business/2017/apr/05/from-cokes-flower-power-to-kendall-jenners-pepsi-ad-how-ads-co-opt-protest",9
"News, sport and opinion from the Guardian's US edition | The Guardian"," From Coke’s flower power to Kendall Jenner’s Pepsi ad","https://www.theguardian.com/business/2017/apr/05/from-cokes-flower-power-to-kendall-jenners-pepsi-ad-how-ads-co-opt-protest",9
"News, sport and opinion from the Guardian's US edition | The Guardian","Kendall Jenner ad pulled after ridicule for co-opting protests","https://www.theguardian.com/media/2017/apr/05/pepsi-kendall-jenner-pepsi-apology-ad-protest",9
"Breaking News and Opinion on The Huffington Post | The Huffington Post","DRAMA: Bannon Reportedly Threatened To Quit Over NSC Demotion","https://www.nytimes.com/2017/04/05/us/politics/national-security-council-stephen-bannon.html",9
"Breaking News and Opinion on The Huffington Post | The Huffington Post","Trump Kicks Off Sexual Assault Awareness Month By Defending O'Reilly","http://www.huffingtonpost.com/entry/donald-trump-bill-oreilly-harassment_us_58e51f1ee4b0917d347635f9?ncid=inblnkushpmg00000009",10
"ABC News – Breaking News, Latest News, Headlines & Videos","
		                                        Everything you need to know about a Senate filibuster 
		                                    ","http://abcnews.go.com/Politics/senate-filibuster/story?id=46609107",9
"ABC News – Breaking News, Latest News, Headlines & Videos","
		                                        White House sells changes to health care bill to House Republicans
		                                    ","http://abcnews.go.com/Politics/speaker-ryan-encouraged-gop-health-care-talks-set/story?id=46571149",11
"ABC News – Breaking News, Latest News, Headlines & Videos","
		                                        A look at memorable filibusters in the Senate
		                                    ","http://abcnews.go.com/Politics/memorable-filibusters-senate/story?id=46593736",8
"The New York Times - Breaking News, World News & Multimedia","
            Christie Stays Far From Transit Woes, Though Not in Commuters’ Eyes        ","https://www.nytimes.com/2017/04/05/nyregion/chris-christie-nj-transit-derailment.html",11
"The New York Times - Breaking News, World News & Multimedia","
            Cuomo Hails Progress on Budget, but a Long Easter Break Beckons        ","https://www.nytimes.com/2017/04/05/nyregion/cuomo-budget-deadline.html",11
"The New York Times - Breaking News, World News & Multimedia","
            On Baseball: Bartolo Colon Is Back in Town, and the Mets Sure Could Use Him        ","https://www.nytimes.com/2017/04/05/sports/baseball/new-york-mets-atlanta-braves-bartolo-colon.html",15
"News, sport and opinion from the Guardian's US edition | The Guardian","Xi Jinping holds all the cards ahead of Mar-a-Lago meeting with Trump","https://www.theguardian.com/world/2017/apr/05/xi-jinping-holds-all-the-cards-ahead-of-mar-a-lago-meeting-with-trump",12
"News, sport and opinion from the Guardian's US edition | The Guardian","Number of babies born to Muslims to surpass those born to Christians within 20 years","https://www.theguardian.com/world/2017/apr/05/muslim-population-overtake-christian-birthrate-20-years",15
"News, sport and opinion from the Guardian's US edition | The Guardian","Smoking causes one in ten deaths globally, major new study reveals","https://www.theguardian.com/society/2017/apr/05/smoking-causes-one-in-ten-deaths-globally-major-new-study-reveals",11
"Breaking News and Opinion on The Huffington Post | The Huffington Post","Nikki Haley Goes Silent At Summit As Woman Yells, 'What About Refugees?'","http://www.huffingtonpost.com/entry/nikki-haley-women-in-the-world-summit_us_58e5878ae4b0fe4ce08822b3?krv&ncid=inblnkushpmg00000009",12
"Breaking News and Opinion on The Huffington Post | The Huffington Post","Pepsi Pulls Kendall Jenner Ad Following Intense Backlash","http://www.huffingtonpost.com/entry/pepsi-ad-kendall-jenner_us_58e52783e4b0fe4ce08764d0?72y8b6sria149ggb9&ncid=inblnkushpmg00000009",8
"Breaking News and Opinion on The Huffington Post | The Huffington Post","Steve Bannon Removed From National Security Council","http://www.huffingtonpost.com/entry/steve-bannon-national-security-council_us_58e50efbe4b0917d347605ca?ncid=inblnkushpmg00000009",7
"Breaking News and Opinion on The Huffington Post | The Huffington Post","Maxine Waters: 'Bill O'Reilly Needs To Go To Jail'","http://www.huffingtonpost.com/entry/maxine-waters-bill-oreilly_us_58e59c44e4b0fe4ce08828ea?kec&ncid=inblnkushpmg00000009",9
"ABC News – Breaking News, Latest News, Headlines & Videos","
		                                        Ivanka Trump says she's 'complicit' in being a 'force for good'
		                                    ","http://abcnews.go.com/Politics/ivanka-trump-shes-complicit-force-good-amid-unprecedented/story?id=46579348",11
"ABC News – Breaking News, Latest News, Headlines & Videos","
		                                        Top general on Congress' failure on budget: Malpractice
		                                    ","http://abcnews.go.com/Politics/wireStory/military-sends-congress-stark-warning-budget-failures-46588196",8
" Washington Post: National, World & D.C. Area News and Headlines - The Washington Post"," 1996-2017 The Washington Post ","https://www.washingtonpost.com",4
"The New York Times - Breaking News, World News & Multimedia","
            On Olympics: A Body Blow the Winter Olympics Didn’t Need        ","https://www.nytimes.com/2017/04/05/sports/a-body-blow-the-winter-olympics-didnt-need.html",10
"The New York Times - Breaking News, World News & Multimedia","
            The First Time: Amanda Peet: The First Time I (Didn’t) Read a Scathing Review        ","https://www.nytimes.com/2017/04/04/theater/amanda-peet-the-first-time-i-didnt-read-a-scathing-review.html",14
"The New York Times - Breaking News, World News & Multimedia","
            Review: ‘Amélie’ Is Easy to Listen To, but Never Really Sings        ","https://www.nytimes.com/2017/04/03/theater/amelie-musical-broadway-review-phillipa-soo.html",11
"News, sport and opinion from the Guardian's US edition | The Guardian","Singer reveals he has been in a gay relationship since 1978","https://www.theguardian.com/music/2017/apr/05/barry-manilow-reveals-he-is-gay",11
"News, sport and opinion from the Guardian's US edition | The Guardian","Donald Trump defends Fox News host amid sexual harassment claims","https://www.theguardian.com/us-news/2017/apr/05/donald-trump-defends-bill-oreilly-sexual-harassment-claims",10
"News, sport and opinion from the Guardian's US edition | The Guardian","A great policy 'moderator' or a wolf in sheep's clothing?","https://www.theguardian.com/us-news/2017/apr/05/ivanka-trump-tv-interview-moderator-policy-white-house",10
"Breaking News and Opinion on The Huffington Post | The Huffington Post","A Montana Special Election Could Deal A Huge Blow To Trump -- But Democrats In Washington Are Staying Away","http://www.huffingtonpost.com/entry/rob-quist-a-montana-special-election-nobody-is-following-could-deal-a-huge-blow-to-trump_us_58e3fcc5e4b03a26a3670c30?1qh&ncid=inblnkushpmg00000009",19
"Breaking News and Opinion on The Huffington Post | The Huffington Post","Can Donald Trump Fake His Way Through Foreign Crises? We'll Find Out.","http://www.huffingtonpost.com/entry/donald-trump-foreign-policy-ignorance_us_58e5589ce4b06a4cb30ee5f3?ncid=inblnkushpmg00000009",12
"ABC News – Breaking News, Latest News, Headlines & Videos","
		                                        No, the US House didn't vote to block Sharia 
		                                    ","http://abcnews.go.com/Politics/us-house-vote-block-sharia-law/story?id=46578307",9
"ABC News – Breaking News, Latest News, Headlines & Videos","
		                                        Trump says he'll fund only shovel-ready infrastructure jobs
		                                    ","http://abcnews.go.com/Politics/wireStory/trump-hell-fund-shovel-ready-infrastructure-jobs-46570594",8
"ABC News – Breaking News, Latest News, Headlines & Videos","
		                                        Chelsea Clinton doesn't rule out her mom running for public office again
		                                    ","http://abcnews.go.com/Politics/chelsea-clinton-rule-mom-running-public-office/story?id=46566483",12
"The New York Times - Breaking News, World News & Multimedia","
            Matter: Antarctic Ice Reveals Earth’s Accelerating Plant Growth        ","https://www.nytimes.com/2017/04/05/science/carbon-dioxide-plant-growth-antarctic-ice.html",8
"The New York Times - Breaking News, World News & Multimedia","
            Trilobites: A Dolphin’s Recipe for Octopus        ","https://www.nytimes.com/2017/04/05/science/dolphins-toss-shake-eat-octopus.html",6
"The New York Times - Breaking News, World News & Multimedia","
            Lolis Elie, Lawyer Who Helped Desegregate New Orleans, Dies at 87        ","https://www.nytimes.com/2017/04/05/us/obituary-lolis-elie-dead-new-orleans-civil-rights-lawyer.html",11
"The New York Times - Breaking News, World News & Multimedia","
            Roy Sievers, Slugging Washington Senator in the ’50s, Dies at 90        ","https://www.nytimes.com/2017/04/04/sports/baseball/roy-sievers-dead-slugger-with-washington-senators.html",11
"News, sport and opinion from the Guardian's US edition | The Guardian","Can any good come from engaging with internet trolls?","https://www.theguardian.com/technology/2017/apr/05/online-trolls-comments",9
"News, sport and opinion from the Guardian's US edition | The Guardian","Spring breakers in Mexico chanting 'build the wall'?","https://www.theguardian.com/world/2017/apr/05/spring-break-build-the-wall-cancun-donald-trump",8
"Breaking News and Opinion on The Huffington Post | The Huffington Post","Losing Employer Won't Ask Supreme Court To Overturn Landmark Gay Rights Ruling","http://www.huffingtonpost.com/entry/supreme-court-gay-rights-ivy-tech_us_58e50f6ae4b0917d34760768?ncid=inblnkushpmg00000009",12
"Breaking News and Opinion on The Huffington Post | The Huffington Post","DHS Chief Acknowledges Border 'Wall' Might Not Be An Actual Wall","http://www.huffingtonpost.com/entry/trump-border-wall_us_58e50cc3e4b0f4a923b44757?75&ncid=inblnkushpmg00000009",11
"Breaking News and Opinion on The Huffington Post | The Huffington Post","Russia Bans 'Extremist' Image Of Putin In Makeup","http://www.huffingtonpost.com/entry/putin-ban-extremist-gay-photo_us_58e5675de4b0917d3476f919?vsw&ncid=inblnkushpmg00000009",8
"Breaking News and Opinion on The Huffington Post | The Huffington Post","Myanmar's Nobel Peace Prize Winner Denies Ethnic Cleansing Of Rohingya","http://www.huffingtonpost.com/entry/aung-san-suu-ky-ethnic-cleansing-rohingya_us_58e56a19e4b0fe4ce08812cf?v8&ncid=inblnkushpmg00000009",10
"ABC News – Breaking News, Latest News, Headlines & Videos","
		                                        Germany says Trump military spending won't guarantee peace
		                                    ","http://abcnews.go.com/International/wireStory/germany-trump-military-spending-guarantee-peace-46564187",8
"ABC News – Breaking News, Latest News, Headlines & Videos","
		                                        What's next in the fight over Supreme Court nominee Neil Gorsuch
		                                    ","http://abcnews.go.com/Politics/fight-supreme-court-nominee-neil-gorsuch/story?id=46558712",11
"ABC News – Breaking News, Latest News, Headlines & Videos","
		                                        Why DOJ’s new review of police agreements matters
		                                    ","http://abcnews.go.com/Politics/justice-departments-review-police-agreements-matters/story?id=46566294",8
" Washington Post: National, World & D.C. Area News and Headlines - The Washington Post","Democracy Dies in Darkness","https://subscribe.washingtonpost.com/acquisition/?promo=digital_masthead&hpid=hp_no-name_no-name%3Ahomepage%2Ftagline&destination=http://www.washingtonpost.com/pb/regional/",4
" Washington Post: National, World & D.C. Area News and Headlines - The Washington Post"," PM Update: Showers increasingly likely late tonight ahead of a stormy Thursday","https://www.washingtonpost.com/news/capital-weather-gang/wp/2017/04/05/pm-update-showers-increasingly-likely-late-tonight-ahead-of-a-stormy-thursday-morning/",12
"The New York Times - Breaking News, World News & Multimedia","
            Review: IFC’s Bawdy ‘Brockmire’ Cures the Baseball Yawn        ","https://www.nytimes.com/2017/04/04/arts/television/brockmire-ifc-tv-review.html",8
