"site","title","link","title_wordcnt"
"The New York Times - Breaking News, World News & Multimedia","
            Watching: The Best TV Shows and Movies New to Netflix, Amazon and More in April        ","https://www.nytimes.com/interactive/2017/03/31/watching/watching-april-streaming.html",15
"News, sport and opinion from the Guardian's US edition | The Guardian","26 years of photographing the German chancellor","https://www.theguardian.com/artanddesign/2017/apr/05/angela-merkel-portraits-26-years-herlinde-koelbl",7
"News, sport and opinion from the Guardian's US edition | The Guardian"," Taste testing the spaghetti pizza","https://www.theguardian.com/world/video/2017/apr/06/spoon-guardian-taste-tests-new-zealand-bill-english-pms-spaghetti-pizza-video",5
"News, sport and opinion from the Guardian's US edition | The Guardian"," Taste testing the spaghetti pizza","https://www.theguardian.com/world/video/2017/apr/06/spoon-guardian-taste-tests-new-zealand-bill-english-pms-spaghetti-pizza-video",5
"News, sport and opinion from the Guardian's US edition | The Guardian","New Zealand's prime minister shocks with 'monstrous' recipe","https://www.theguardian.com/world/2017/apr/06/tinned-spaghetti-pizza-new-zealands-prime-minister-shocks-with-monstrous-recipe",8
"Breaking News and Opinion on The Huffington Post | The Huffington Post","Democrats Are Raising Money Hand Over Fist With Trump In The White House","http://www.huffingtonpost.com/entry/democrats-trump-actblue-fundraising_us_58e567c9e4b0fe4ce0880e26?4qm&ncid=inblnkushpmg00000009",13
"Breaking News and Opinion on The Huffington Post | The Huffington Post","Federal Judge Rules Fair Housing Law Protects Colorado LGBT Couple","http://www.huffingtonpost.com/entry/federal-judge-rules-fair-housing-law-protects-colorado-lgbt-couple_us_58e57fb4e4b0917d34770b5b?ncid=inblnkushpmg00000009",10
"Breaking News and Opinion on The Huffington Post | The Huffington Post","Americans Persecuted By Egypt Regime Watch As Trump Embraces It","http://www.huffingtonpost.com/entry/americans-persecuted-by-egypt-regime-watch-as-trump-embraces-it_us_58e5511ce4b0fe4ce087e3ca?q4&ncid=inblnkushpmg00000009",10
"ABC News – Breaking News, Latest News, Headlines & Videos","
		                                        Top 3 issues on table for Trump, Chinese president’s meeting
		                                    ","http://abcnews.go.com/International/top-issues-table-trump-chinese-presidents-meeting/story?id=46541370",10
"ABC News – Breaking News, Latest News, Headlines & Videos","Man charged in fatal shootings of 4 at restaurant","http://abcnews.go.com/US/wireStory/man-charged-fatal-shootings-chicago-restaurant-46589358",9
"ABC News – Breaking News, Latest News, Headlines & Videos","Hundreds march in Amsterdam to support beaten gay couple","http://abcnews.go.com/International/wireStory/hundreds-march-amsterdam-support-beaten-gay-couple-46601070",9
"ABC News – Breaking News, Latest News, Headlines & Videos","Jogger murder suspect now charged with sexual abuse","http://abcnews.go.com/US/queens-jogger-murder-suspect-now-charged-sexual-abuse/story?id=46602647",8
"ABC News – Breaking News, Latest News, Headlines & Videos","Australians make record seizure of methamphetamine","http://abcnews.go.com/International/wireStory/australian-police-make-record-seizure-methamphetamine-46587892",6
"The New York Times - Breaking News, World News & Multimedia","
            Phys Ed: Why Deep Breathing May Keep Us Calm        ","https://www.nytimes.com/2017/04/05/well/move/what-chill-mice-can-teach-us-about-keeping-calm.html",9
"The New York Times - Breaking News, World News & Multimedia","
            One in 10 Pregnant Women With Zika in U.S. Have Babies With Birth Defects        ","https://www.nytimes.com/2017/04/04/health/zika-birth-defects-united-states.html",14
"The New York Times - Breaking News, World News & Multimedia","
            Past and Present: In France, a Monument Honors the American Flyers of World War I        ","https://www.nytimes.com/2017/04/05/travel/france-lafayette-escadrille-memorial-honors-american-flyers-world-war-i.html",15
"The New York Times - Breaking News, World News & Multimedia","
            Explorer: Along the Mekong River, a Timeless Place Where Time Marches On        ","https://www.nytimes.com/2017/04/04/travel/laos-mekong-river-khmer-temple.html",12
"News, sport and opinion from the Guardian's US edition | The Guardian","White nationalists' latest tactic to recruit college students","https://www.theguardian.com/world/2017/apr/05/white-nationalists-posters-college-student-recruitment",8
"News, sport and opinion from the Guardian's US edition | The Guardian","Kara Walker, Karon Davis and the black female artists retelling US history","https://www.theguardian.com/artanddesign/2017/apr/05/kara-walker-karon-davis-power-black-female-artists",12
"News, sport and opinion from the Guardian's US edition | The Guardian","If anyone could drive Isis crazy, it’s a New York landlord","https://www.theguardian.com/culture/2017/apr/05/late-night-tv-jared-kushner-louis-ck-trump",11
"News, sport and opinion from the Guardian's US edition | The Guardian","Why basketball's perfect surface has lasted more than a century","https://www.theguardian.com/sport/2017/apr/05/hard-maple-basketball-surface-nba",10
"Breaking News and Opinion on The Huffington Post | The Huffington Post","Do Republicans Have Amnesia Over How They Treated Merrick Garland?","http://www.huffingtonpost.com/entry/merrick-garland-neil-gorsuch-scotus_us_58e554e9e4b06a4cb30ee0c3?olk&ncid=inblnkushpmg00000009",10
"Breaking News and Opinion on The Huffington Post | The Huffington Post","Why America’s Sick Health Care System Turns British Conservatives Queasy","http://www.huffingtonpost.co.uk/entry/uk-us-health-care-nhs-obamacare_uk_58d93c57e4b02a2eaab62f9b?ncid=inblnkushpmg00000009",10
"Breaking News and Opinion on The Huffington Post | The Huffington Post","House Democrats Introduce New Social Security Expansion Bill","http://www.huffingtonpost.com/entry/house-democrats-social-security-expansion_us_58e567fbe4b06a4cb30f01aa?jqp&ncid=inblnkushpmg00000009",8
"The Wall Street Journal & Breaking News, Business, Financial and Economic News, World News and Video","The Future of Everything","http://graphics.wsj.com/image-grid/future-of-everything/",4
"The Wall Street Journal & Breaking News, Business, Financial and Economic News, World News and Video","Global Crises Force Trump to Rethink Foreign Policy","https://www.wsj.com/articles/syria-north-korea-crises-test-donald-trumps-foreign-policy-1491436880",8
"ABC News – Breaking News, Latest News, Headlines & Videos","Dog saves wedding party from suicide bomber","http://abcnews.go.com/International/wireStory/dog-saves-wedding-party-suicide-bomber-nigeria-46590113",7
"ABC News – Breaking News, Latest News, Headlines & Videos","Alaska pot regulators resume onsite use debate","http://abcnews.go.com/US/wireStory/alaska-pot-regulators-poised-resume-onsite-debate-46589359",7
"ABC News – Breaking News, Latest News, Headlines & Videos","Police: Shoplifter trapped in store after closing calls 911","http://abcnews.go.com/Weird/wireStory/police-shoplifter-trapped-store-closing-calls-911-46591799",9
"ABC News – Breaking News, Latest News, Headlines & Videos","Dead humpback whale washes up on NYC beach","http://abcnews.go.com/US/wireStory/dead-humpback-whale-washes-nyc-beach-46591419",8
"ABC News – Breaking News, Latest News, Headlines & Videos","Defense rests in Aaron Hernandez's double-murder trial","http://abcnews.go.com/Sports/wireStory/defense-rests-aaron-hernandezs-double-murder-trial-46605062",7
"ABC News – Breaking News, Latest News, Headlines & Videos","Mom dies, daughter survives Russia subway blast","http://abcnews.go.com/International/wireStory/mom-dies-daughter-survives-st-petersburg-subway-blast-46596343",7
"ABC News – Breaking News, Latest News, Headlines & Videos","
											How to boost your business
										","http://abcnews.go.com/US/deepdive/microsoft-boosting-your-business-43725985?cid=microsoft-boosting-business",5
" Washington Post: National, World & D.C. Area News and Headlines - The Washington Post","Crises in Syria, North Korea put Trump’s ‘America First’ foreign policy to the test","https://www.washingtonpost.com/world/national-security/trump-and-his-america-first-philosophy-face-first-moral-quandary-in-syria/2017/04/05/ec854e20-1a21-11e7-bcc2-7d1a0973e7b2_story.html",14
" Washington Post: National, World & D.C. Area News and Headlines - The Washington Post","Hinting at action, Trump says chemical attack in Syria ‘crossed a lot of lines for me’","https://www.washingtonpost.com/world/national-security/at-un-trump-administration-assails-russia-for-protecting-assad/2017/04/05/28179558-1a0c-11e7-bcc2-7d1a0973e7b2_story.html",16
"The New York Times - Breaking News, World News & Multimedia","
            Books of The Times: Mary Gaitskill Looks Unhappiness Straight in the Eye        ","https://www.nytimes.com/2017/04/04/books/review-mary-gaitskill-somebody-with-a-little-hammer.html",12
"The New York Times - Breaking News, World News & Multimedia","
            Books of The Times: Stories of Wonder, Fear and Kindness From the Moth        ","https://www.nytimes.com/2017/04/03/books/review-the-moth-presents-all-these-wonders.html",13
"The New York Times - Breaking News, World News & Multimedia","
            Education Life: Learning to Think Like a Computer        ","https://www.nytimes.com/2017/04/04/education/edlife/teaching-students-computer-code.html",8
"The New York Times - Breaking News, World News & Multimedia","
            Where Non-Techies Can Get With the Programming        ","https://www.nytimes.com/2017/04/04/education/edlife/where-non-techies-computer-programming-coding.html",7
"News, sport and opinion from the Guardian's US edition | The Guardian","Özil sparks Arsenal win over West Ham to boost Wenger’s cause","https://www.theguardian.com/football/2017/apr/05/arsenal-west-ham-united-premier-league-match-report-arsene-wenger",11
"News, sport and opinion from the Guardian's US edition | The Guardian","World No1 Johnson a doubt after injuring back in fall on stairs","https://www.theguardian.com/sport/2017/apr/05/dustin-johnson-masters-doubt-injured-fall-stairs",12
"Breaking News and Opinion on The Huffington Post | The Huffington Post","Kansas City Votes To Eliminate Jail Time For Marijuana Possession","http://www.huffingtonpost.com/entry/kansas-city-marijuana-vote_us_58e54f63e4b06a4cb30ed593?rh9&ncid=inblnkushpmg00000009",10
"Breaking News and Opinion on The Huffington Post | The Huffington Post","Nikki Haley Asks Russia 'How Many More Children Have To Die' After Syria Gas Attack","http://www.huffingtonpost.com/entry/haley-russia-syria-gas-attack_us_58e52e3ae4b06a4cb30e72e6?ncid=inblnkushpmg00000009",15
"Breaking News and Opinion on The Huffington Post | The Huffington Post","Russia Moves To Label Jehovah's Witnesses As 'Extremists'","http://www.huffingtonpost.com/entry/russia-moves-to-label-jehovahs-witnesses-as-extremists_us_58e541afe4b0917d3476ad34?gyy6vjspoe5m0wwmi&ncid=inblnkushpmg00000009",8
"The Wall Street Journal & Breaking News, Business, Financial and Economic News, World News and Video","Trump Pivots on Syria Policy","https://www.wsj.com/articles/trump-signals-change-in-syria-policy-1491412945",5
"ABC News – Breaking News, Latest News, Headlines & Videos","
								Pepsi pulls protest ad with Kendall Jenner after backlash
							","http://abcnews.go.com/US/pepsi-faces-backlash-protest-ad-starring-kendall-jenner/story?id=46589304",9
"ABC News – Breaking News, Latest News, Headlines & Videos","
											Pepsi, Kendall Jenner protest ad criticized as tone deaf
										","http://abcnews.go.com/GMA/video/pepsi-kendall-jenner-protest-ad-criticized-tone-deaf-46589914",9
"ABC News – Breaking News, Latest News, Headlines & Videos","
		                                        Firefighters name truck after baby left at station 11 years ago
		                                    ","http://abcnews.go.com/Lifestyle/firefighters-truck-baby-left-station-11-years-ago/story?id=46541430",11
"ABC News – Breaking News, Latest News, Headlines & Videos","
		                                        Couple throws an epic state-fair-themed wedding complete with Ferris wheel, corn dogs
		                                    ","http://abcnews.go.com/Lifestyle/couple-throws-epic-state-fair-themed-wedding-complete/story?id=46592842",12
" Washington Post: National, World & D.C. Area News and Headlines - The Washington Post","Video | Trump: Chemical attack was an 'affront to humanity'","https://www.washingtonpost.com/video/world/trump-blames-assad-for-syrian-chemical-attack/2017/04/05/c4833a56-1a24-11e7-8598-9a99da559f9e_video.html",10
" Washington Post: National, World & D.C. Area News and Headlines - The Washington Post","The Fix: Trump’s handling of Syria has some Senate Republicans very concerned","https://www.washingtonpost.com/news/the-fix/wp/2017/04/05/trumps-handling-of-syria-has-some-senate-republicans-very-concerned/?utm_term=.dc994884ab42",12
" Washington Post: National, World & D.C. Area News and Headlines - The Washington Post","‘If the world wanted to stop this, they would have done so by now’","https://www.washingtonpost.com/world/russia-blames-syrian-rebels-for-devastating-chemical-attack-in-northern-town/2017/04/05/ba173c76-196a-11e7-8598-9a99da559f9e_story.html",14
"The New York Times - Breaking News, World News & Multimedia","
            Eleven Madison Park Tops List of World’s 50 Best Restaurants        ","https://www.nytimes.com/2017/04/05/dining/worlds-50-best-restaurants-eleven-madison-park.html",10
"The New York Times - Breaking News, World News & Multimedia","
            The Hippies Have Won        ","https://www.nytimes.com/2017/04/04/dining/health-food-hippies-restaurants-vegetarian.html",4
"News, sport and opinion from the Guardian's US edition | The Guardian","World champions resolve pay dispute with federation","https://www.theguardian.com/football/2017/apr/05/us-womens-national-soccer-team-federation-dispute",7
"News, sport and opinion from the Guardian's US edition | The Guardian","How the concussion lawsuit could threaten the future of the league","https://www.theguardian.com/sport/2017/apr/05/nhl-concussion-lawsuit-could-threaten-future-of-league",11
"Breaking News and Opinion on The Huffington Post | The Huffington Post","Man Arrested After Shooting At Fiancee's Attempted Abductors","http://www.huffingtonpost.com/entry/man-arrested-after-shooting-at-fiancees-attempted-abductors_us_58e55bfce4b0fe4ce087f654?ubp&ncid=inblnkushpmg00000009",8
"Breaking News and Opinion on The Huffington Post | The Huffington Post","Trump Casually Accuses Susan Rice Of Committing A Crime, Offers No Evidence","http://www.huffingtonpost.com/entry/donald-trump-susan-rice_us_58e51fdae4b0fe4ce0874c3e?7qp&ncid=inblnkushpmg00000009",12
"Breaking News and Opinion on The Huffington Post | The Huffington Post","Congressman Used A Wealthy Conservative's Money To Spread Fake News Across Texas, Prosecutors Say","http://www.huffingtonpost.com/entry/stockman-uihlein-fake-news_us_58e3f8f3e4b03a26a367020b?ncid=inblnkushpmg00000009",14
"The Wall Street Journal & Breaking News, Business, Financial and Economic News, World News and Video","Senate on the Brink of ‘Nuclear Option’ in Gorsuch Vote","https://www.wsj.com/articles/senate-is-running-out-of-compromises-to-avoid-nuclear-option-in-gorsuch-vote-1491384608",10
"ABC News – Breaking News, Latest News, Headlines & Videos","
		                                        Doctor works to create cancer-fighting video game in honor of late patient
		                                    ","http://abcnews.go.com/US/doctor-works-create-cancer-fighting-video-game-honor/story?id=46572981",12
"ABC News – Breaking News, Latest News, Headlines & Videos","
		                                        8-year-old with heart defect joins youth baseball team
		                                    ","http://abcnews.go.com/US/year-heart-defect-joins-youth-baseball-team/story?id=46578734",8
"ABC News – Breaking News, Latest News, Headlines & Videos","
		                                        High school junior takes his 93-year-old grandmother to prom
		                                    ","http://abcnews.go.com/Lifestyle/high-school-junior-takes-93-year-grandmother-prom/story?id=46565830",9
" Washington Post: National, World & D.C. Area News and Headlines - The Washington Post","GOP congressman questions whether Assad was responsible for attack","https://www.washingtonpost.com/news/powerpost/wp/2017/04/05/this-gop-congressman-still-doesnt-believe-that-assad-is-behind-the-syrian-attack/?utm_term=.48ed0fe280fc",9
" Washington Post: National, World & D.C. Area News and Headlines - The Washington Post","Bannon’s removal from NSC reflects growing influence of national security adviser H.R. McMaster","https://www.washingtonpost.com/politics/bannon-removed-from-security-council-as-mcmaster-asserts-control/2017/04/05/ffa8b5d2-1a3a-11e7-bcc2-7d1a0973e7b2_story.html",13
"The New York Times - Breaking News, World News & Multimedia","
            Editorial: Pick Your Favorite Ethics Offender in Trumpland        ","https://www.nytimes.com/2017/04/01/opinion/sunday/pick-your-favorite-ethics-offender.html",8
"The New York Times - Breaking News, World News & Multimedia","
            Frank Bruni: Manhood in the Age of Trump        ","https://www.nytimes.com/2017/04/01/opinion/sunday/manhood-in-the-age-of-trump.html",8
"The New York Times - Breaking News, World News & Multimedia","
            International Real Estate: House Hunting in ... Belgium        ","https://www.nytimes.com/2017/04/05/realestate/house-hunting-in-belgium.html",8
"The New York Times - Breaking News, World News & Multimedia","
            Living In: Tuxedo Park, N.Y.: A Time Warp Beyond the Stone Gates        ","https://www.nytimes.com/2017/04/05/realestate/tuxedo-park-ny-a-time-warp-beyond-the-stone-gates.html",12
"News, sport and opinion from the Guardian's US edition | The Guardian","Hazard outwits Manchester City to strengthen Chelsea’s title grip","https://www.theguardian.com/football/2017/apr/05/chelsea-manchester-city-premier-league-match-report",9
"News, sport and opinion from the Guardian's US edition | The Guardian","Kyrgios uses Facebook to sell his old car","https://www.theguardian.com/sport/2017/apr/05/one-careful-owner-nick-kyrgios-facebook-sell-old-car-tennis",8
"News, sport and opinion from the Guardian's US edition | The Guardian","Why basketball's perfect surface has lasted more than a century","https://www.theguardian.com/sport/2017/apr/05/hard-maple-basketball-surface-nba",10
"Breaking News and Opinion on The Huffington Post | The Huffington Post","Trump Says His Attitude Toward Syria Changed With Chemical Attack","http://www.huffingtonpost.com/entry/trump-syria-chemical-attack_us_58e52face4b0fe4ce087845e?bb3&ncid=inblnkushpmg00000009",10
"Breaking News and Opinion on The Huffington Post | The Huffington Post","Two Openly Gay Candidates Notch Historic Wins In Alaska Election","http://www.huffingtonpost.com/entry/gay-candidates-win-alaska-election_us_58e53b55e4b06a4cb30e9ed9?ncid=inblnkushpmg00000009",10
"Breaking News and Opinion on The Huffington Post | The Huffington Post","Girl Reports Escaping Kidnapper By Jumping From Truck Onto Highway","http://www.huffingtonpost.com/entry/california-girl-escapes-kidnapping_us_58e53826e4b0917d347688aa?ncid=inblnkushpmg00000009",10
"Breaking News and Opinion on The Huffington Post | The Huffington Post","John McCain Says Republicans Will Regret 'Nuclear Option,' Backs It Anyway","http://www.huffingtonpost.com/entry/mccain-says-republicans-will-regret-nuclear-option-backs-it-anyway_us_58e517fbe4b06a4cb30e2a9f?q7&ncid=inblnkushpmg00000009",11
"The Wall Street Journal & Breaking News, Business, Financial and Economic News, World News and Video","White House Takes Lead on Tax Plan","https://www.wsj.com/articles/white-house-takes-lead-role-on-tax-plan-1491428468",7
"The Wall Street Journal & Breaking News, Business, Financial and Economic News, World News and Video","How Target Botched Its Response to the North Carolina Bathroom Law","https://www.wsj.com/articles/how-target-botched-its-response-to-the-north-carolina-bathroom-law-1491404107",11
"ABC News – Breaking News, Latest News, Headlines & Videos","
		                                        Firefighters honor family that returned lost wallet
		                                    ","http://abcnews.go.com/Lifestyle/firefighters-honor-family-returned-lost-wallet-2k-cash/story?id=46541961",7
"ABC News – Breaking News, Latest News, Headlines & Videos","
		                                        High school hangs signs of affirmation instead of mirrors in girls' bathroom
		                                    ","http://abcnews.go.com/Lifestyle/california-high-school-replaces-girls-bathroom-mirrors-signs/story?id=46541959",12
"ABC News – Breaking News, Latest News, Headlines & Videos","
		                                        Giant panda Tian Tian dangles while climbing tree
		                                    ","http://abcnews.go.com/Lifestyle/panda-flips-climbing-tree/story?id=46542495",8
" Washington Post: National, World & D.C. Area News and Headlines - The Washington Post","Mitch McConnell: ‘Nuclear’ option helps Senate. John McCain: ‘Whoever says that is a stupid idiot.’","https://www.washingtonpost.com/powerpost/mcconnell-nuclear-option-helps-senate-mccain-whoever-says-that-is-a-stupid-idiot/2017/04/05/d9d73aec-1a1a-11e7-9887-1a5314b56a08_story.html",15
" Washington Post: National, World & D.C. Area News and Headlines - The Washington Post","Democratic opposition to Gorsuch comes from inside and outside of Washington","https://www.washingtonpost.com/powerpost/as-senate-debates-gorsuch-democratic-sen-jeff-merkley-delivers-marathon-speech-against-him/2017/04/05/60a35a24-19f3-11e7-9887-1a5314b56a08_story.html?utm_term=.83f51f7d374b",11
" Washington Post: National, World & D.C. Area News and Headlines - The Washington Post","Analysis: Your guide to Gorsuch’s confirmation to the Supreme Court","https://www.washingtonpost.com/news/powerpost/wp/2017/04/05/a-viewers-guide-to-how-the-senate-will-confirm-neil-gorsuch-to-the-supreme-court/?tid=ss_tw&utm_term=.9b8d3448a364",10
" Washington Post: National, World & D.C. Area News and Headlines - The Washington Post","The Fix: Gorsuch’s 11th-hour plagiarism scare","https://www.washingtonpost.com/news/the-fix/wp/2017/04/05/neil-gorsuchs-11th-hour-plagiarism-scare/?utm_term=.abbf6cb6f020",6
"The New York Times - Breaking News, World News & Multimedia","
            Cost of Carbon: What Financial Markets Can Teach Us About Managing Climate Risks        ","https://www.nytimes.com/2017/04/04/upshot/what-financial-markets-can-teach-us-about-managing-climate-risks.html",13
"The New York Times - Breaking News, World News & Multimedia","
            Peer Pressure: How Gorsuch Could Pull the Eight Other Justices Rightward        ","https://www.nytimes.com/2017/04/04/upshot/how-gorsuchs-influence-could-be-bigger-than-his-single-vote.html",11
"The New York Times - Breaking News, World News & Multimedia","
            Notebook: Is There Really a Security Rationale for Banning Laptops on Planes?        ","https://www.nytimes.com/2017/04/05/magazine/is-there-really-a-security-rationale-for-banning-laptops-on-planes.html",12
"The New York Times - Breaking News, World News & Multimedia","
            Talk: Ben Sasse Thinks Biden Would Have Won        ","https://www.nytimes.com/2017/04/05/magazine/ben-sasse-thinks-biden-would-have-won.html",8
"News, sport and opinion from the Guardian's US edition | The Guardian","No, Ivanka Trump will not moderate her father. She will just strengthen him","https://www.theguardian.com/commentisfree/2017/apr/05/ivanka-trump-donald-trump-cbs-progressive-white-house",13
"News, sport and opinion from the Guardian's US edition | The Guardian","Will Trump unleash a slow-motion Cuban missile crisis?","https://www.theguardian.com/commentisfree/2017/apr/05/trump-presidency-slow-motion-cuban-missile-crisis",8
"Breaking News and Opinion on The Huffington Post | The Huffington Post","Top Democrats To Headline March For Release Of Trump's Tax Returns","http://www.huffingtonpost.com/entry/top-democrats-headline-march_us_58e4f300e4b03a26a3680fb7?tlp&ncid=inblnkushpmg00000009",11
"Breaking News and Opinion on The Huffington Post | The Huffington Post","Experts: Syrian Chemical Attack Is Assad's Message To The World","http://www.huffingtonpost.com/entry/syrian-chemical-attack-is-assads-message-to-the-world-activists-say_us_58e3ffdde4b0f4a923b2f581?nl&ncid=inblnkushpmg00000009",10
"Breaking News and Opinion on The Huffington Post | The Huffington Post","Russia Blames Syrian Rebels For Deadly Gas Attack","http://www.huffingtonpost.com/entry/syria-gas-attack-russia-reax_us_58e4a3dfe4b03a26a3678b9b?uhmoa3tu35ivji3sor&ncid=inblnkushpmg00000009",8
"Breaking News and Opinion on The Huffington Post | The Huffington Post","Report: Warplanes Mount Fresh Airstrikes In Syria","http://www.huffingtonpost.com/entry/syria-airstrikes_us_58e49524e4b0d0b7e1661089?ncid=inblnkushpmg00000009",7
"The Wall Street Journal & Breaking News, Business, Financial and Economic News, World News and Video","Fed Officials Expect to Whittle Down Portfolio Later This Year: Minutes","https://www.wsj.com/articles/fed-minutes-most-officials-saw-reduced-balance-sheet-later-this-year-1491415332",11
"The Wall Street Journal & Breaking News, Business, Financial and Economic News, World News and Video","Lightbulbs Lose Shine at GE, as Firm Weighs Sale of Unit","https://www.wsj.com/articles/ge-weighs-sale-of-consumer-lighting-business-1491415326",11
"ABC News – Breaking News, Latest News, Headlines & Videos","
		                                        Golden retriever catches taco full of spaghetti in midair
		                                    ","http://abcnews.go.com/Lifestyle/dog-catches-taco-full-spaghetti-mid-air/story?id=46546368",9
"ABC News – Breaking News, Latest News, Headlines & Videos","
		                                        3 tiger cubs destined for zoo in Syria rescued in Lebanon
		                                    ","http://abcnews.go.com/International/wireStory/tiger-cubs-destined-zoo-syria-rescued-lebanon-46540811",11
"ABC News – Breaking News, Latest News, Headlines & Videos","
		                                        Shark swims up to Melbourne beachgoers
		                                    ","http://abcnews.go.com/International/shark-swims-melbourne-beachgoers/story?id=46553476",6
" Washington Post: National, World & D.C. Area News and Headlines - The Washington Post","Capitals clinch Presidents’ Trophy with NHL’s best regular season record for second straight year","https://www.washingtonpost.com/news/capitals-insider/wp/2017/04/05/washington-capitals-clinch-presidents-trophy-with-nhls-best-regular-season-record-for-second-straight-year/",14
"The New York Times - Breaking News, World News & Multimedia","
            Driven: Video Review: Acura NSX, a Supercar in Almost All Ways        ","https://www.nytimes.com/2017/03/30/automobiles/autoreviews/acura-nsx.html",11
"The New York Times - Breaking News, World News & Multimedia","
            Wheels: As Auto Prices Rise, Used Cars Are Looking Shinier        ","https://www.nytimes.com/2017/03/30/automobiles/wheels/consumers-used-cars.html",10
"The New York Times - Breaking News, World News & Multimedia","
            A Brisk Swim Across Martha’s Vineyard        ","https://www.nytimes.com/2016/02/04/t-magazine/hanya-yanagihara-swims-marthas-vineyard.html",6
"The New York Times - Breaking News, World News & Multimedia","
            Massimo Bottura, the Chef Behind One of the World’s Best Restaurants        ","https://www.nytimes.com/2016/10/17/t-magazine/massimo-bottura-chef-osteria-francescana.html",11
"The New York Times - Breaking News, World News & Multimedia","
            Seeking the Truths Locked Inside a Child Soldier        ","https://www.nytimes.com/2017/04/05/insider/seeking-the-truths-locked-inside-a-child-soldier.html",8
"News, sport and opinion from the Guardian's US edition | The Guardian","Inaction over Syria has exacted a terrible price","https://www.theguardian.com/commentisfree/2017/apr/05/inaction-syria-chemical-weapons-attack-terrible-price",8
"News, sport and opinion from the Guardian's US edition | The Guardian","Vulgar misogyny didn’t harm Donald Trump – it helped him","https://www.theguardian.com/commentisfree/2017/apr/05/donald-trump-pussygate-bully-women",10
"Breaking News and Opinion on The Huffington Post | The Huffington Post","Senator Wants Trump To Press China On Fentanyl Manufacturing","http://www.huffingtonpost.com/entry/rob-portman-trump-china-fentanyl_us_58e53a20e4b0fe4ce087a7da?fkp&ncid=inblnkushpmg00000009",9
"Breaking News and Opinion on The Huffington Post | The Huffington Post","No, Elizabeth Warren Doesn't Pay Women Less Than Men","http://www.huffingtonpost.com/entry/elizabeth-warren-pays-women-men_us_58e53d4de4b06a4cb30ea420?ncid=inblnkushpmg00000009",9
"Breaking News and Opinion on The Huffington Post | The Huffington Post","Trump Declares End To 'War On Coal,' But Utility Companies Aren’t Buying It","http://www.huffingtonpost.com/entry/trump-war-on-coal_us_58e549bce4b0917d3476c453?n8&ncid=inblnkushpmg00000009",13
"Breaking News and Opinion on The Huffington Post | The Huffington Post","Minnesota Legislator Who Called Out White Male Colleagues Won't Apologize","http://www.huffingtonpost.com/entry/melissa-hortman-white-males_us_58e5401fe4b0fe4ce087b9d5?ncid=inblnkushpmg00000009",10
"The Wall Street Journal & Breaking News, Business, Financial and Economic News, World News and Video","Pepsi Pulls Ad With Police, Protesters and Kendall Jenner","https://www.wsj.com/articles/pepsi-pulls-ad-featuring-police-protesters-and-kendall-jenner-1491414509",9
"The Wall Street Journal & Breaking News, Business, Financial and Economic News, World News and Video","Elizabeth Holmes Owes Theranos $25 Million","https://www.wsj.com/articles/theranos-founder-elizabeth-holmes-owes-about-25-million-to-blood-testing-startup-1491435009",6
"ABC News – Breaking News, Latest News, Headlines & Videos","
		                                        Volunteer baby rockers soothe hospitalized infants 
		                                    ","http://abcnews.go.com/Lifestyle/volunteer-baby-rockers-soothe-hospitalized-infants/story?id=46493682",6
"ABC News – Breaking News, Latest News, Headlines & Videos","
						PHOTOS: Colombia begins recovery after flash floods
					","http://abcnews.go.com/International/photos/death-toll-rises-colombia-flash-floods-46549515",7
"ABC News – Breaking News, Latest News, Headlines & Videos","
											Colombia starts to bury the dead as pressure to find survivors mounts
										","http://abcnews.go.com/International/colombia-starts-bury-dead-pressure-find-survivors-mounts/story?id=46563636",12
"ABC News – Breaking News, Latest News, Headlines & Videos","
								A look at every North Korean missile test this year
							","http://abcnews.go.com/International/north-korean-missile-test-year/story?id=46592733",10
"ABC News – Breaking News, Latest News, Headlines & Videos","
											Serbians protest outcome of presidential race for 3rd day
										","http://abcnews.go.com/International/wireStory/serbians-protest-outcome-presidential-race-day-46602747",9
" Washington Post: National, World & D.C. Area News and Headlines - The Washington Post","Sexual coercion alleged at national security graduate school in Washington","https://www.washingtonpost.com/local/sexual-coercion-is-alleged-at-national-security-graduate-school-in-washington-lawsuit-says/2017/04/05/65c42572-1171-11e7-9d5a-a83e627dc120_story.html",10
"The New York Times - Breaking News, World News & Multimedia","
            Live Chat: Live Chat: What’s in Store for Baseball Fans in 2017?        ","https://www.nytimes.com/interactive/2017/04/04/insider/events/live-chat-2017-baseball-season.html",12
"The New York Times - Breaking News, World News & Multimedia","Tuxedo Park, N.Y.: A Time Warp Beyond the Stone Gates","https://www.nytimes.com/2017/04/05/realestate/tuxedo-park-ny-a-time-warp-beyond-the-stone-gates.html",10
"The New York Times - Breaking News, World News & Multimedia","Search for Homes for Sale or Rent","http://www.nytimes.com/real-estate/find-a-home",7
"News, sport and opinion from the Guardian's US edition | The Guardian","Man shot at Milo Yiannopoulos protest doesn't want revenge","https://www.theguardian.com/world/2017/apr/04/man-shot-milo-yiannopoulos-protest-seattle-trump-interview",9
"News, sport and opinion from the Guardian's US edition | The Guardian","You might be accidentally helping him","https://www.theguardian.com/us-news/2017/apr/03/donald-trump-immigration-deportation-protest-secret-agenda",6
